"case_study","title","author","journal","year","Threat_category_numeric","Threat_category_description","Response_category_numeric","Response_category_description"
"sample","Evidence for evolutionary distinctiveness of a newly discovered   population of sooglossid frogs on Praslin Island, Seychelles","Michele L. Taylor and Nancy Bunbury and Lindsay Chong-Seng and Naomi Doak and Samit Kundu and Richard A. Griffiths and Jim J. Groombridge","conservationgenetics",2012,1,"Describing the state of nature",0,"No response"
"sample","Genetic consequences of intensive conservation management for the   Mauritius parakeet","Claire Raisin and Alain C. Frantz and Samit Kundu and Andrew G. Greenwood and Carl G. Jones and Nicolas Zuel and Jim J. Groombridge","conservationgenetics",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Consequences of metapopulation collapse: comparison of genetic   attributes between two Allegheny woodrat metapopulations","Timothy J. Smyser and Joseph E. Duchamp and Scott A. Johnson and Jeffery L. Larkin and Olin E. Rhodes Jr.","conservationgenetics",2012,1,"Describing the state of nature",0,"No response"
"sample","Fine-scale genetic population structure of an understory rainforest bird   in Costa Rica","Stefan Woltmann and Brian R. Kreiser and Thomas W. Sherry","conservationgenetics",2012,2,"Threatening mechanism",0,"No response"
"sample","Conservation genetics of the endangered Dorcas gazelle (Gazella dorcas   spp.) in Northwestern Africa","Raquel Godinho and Teresa Abaigar and Susana Lopes and Abderrahim Essalhi and Lahoussine Ouragh and Mar Cano and Nuno Ferrand","conservationgenetics",2012,1,"Describing the state of nature",0,"No response"
"sample","Local scale patterns of gene flow and genetic diversity in a   crop-wild-weedy complex of sorghum (Sorghum bicolor (L.) Moench) under   traditional agricultural field conditions in Kenya","E. Mutegi and F. Sagnard and M. Labuschagne and L. Herselman and K. Semagn and M. Deu and S. de Villiers and B. M. Kanyenji and C. N. Mwongera and P. C. S. Traore and D. Kiambi","conservationgenetics",2012,2,"Threatening mechanism",0,"No response"
"sample","Genetic population structure of the masked palm civet Paguma larvata,   (Carnivora: Viverridae) in Japan, revealed from analysis of newly   identified compound microsatellites","Tomo Inoue and Yayoi Kaneko and Koji Yamazaki and Tomoko Anezaki and Shuuji Yachimori and Keiji Ochiai and Liang-Kong Lin and Kurtis Jai-Chyi Pei and Yen-Jean Chen and Shih-Wei Chang and Ryuichi Masuda","conservationgenetics",2012,2,"Threatening mechanism",0,"No response"
"sample","Population genetic and behavioural variation of the two remaining   colonies of Providence petrel (Pterodroma solandri)","Anicee J. Lombal and Theodore J. Wenner and Nicholas Carlile and Jeremy J. Austin and Eric Woehler and David Priddel and Christopher P. Burridge","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","Cryptic genetic diversity and spatial patterns of admixture within   Belizean marine reserves","C. C. D'Aloia and S. M. Bogdanowicz and R. G. Harrison and P. M. Buston","conservationgenetics",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Temporal shifts in the saltmarsh-Nelson's sparrow hybrid zone revealed   by replicated demographic and genetic surveys","Jennifer Walsh and W. Gregory Shriver and Maureen D. Correll and Brian J. Olsen and Chris S. Elphick and Thomas P. Hodgman and Rebecca J. Rowe and Kathleen M. O'Brien and Adrienme I. Kovach","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","Higher immunocompetence is associated with higher genetic diversity in   feral honey bee colonies (Apis mellifera)","Margarita M. Lopez-Uribe and R. Holden Appler and Elsa Youngsteadt and Robert R. Dunn and Steven D. Frank and David R. Tarpy","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","Quantitative conservation genetics of wild and managed bees","Sheina Koffler and Astrid de Matos Peixoto Kleinert and Rodolfo Jaffe","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","Tracking the introduction history of Ichthyosaura alpestris in a   protected area of Central Spain","Gemma Palomar and Judit Voros and Jaime Bosch","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","The application of non-invasive genetic tagging reveals new insights   into the clay lick use by macaws in the Peruvian Amazon","George Olah and Robert G. Heinsohn and Donald J. Brightsmith and Rod Peakall","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","Landscape genetics of the Tasmanian devil: implications for spread of an   infectious cancer","Andrew Storfer and Brendan Epstein and Menna Jones and Steven Micheletti and Stephen F. Spear and Shelly Lachish and Samantha Fox","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","Genetics and species distribution modelling of Solanum johnsonianum   (Solanaceae) reveal impacts of brigalow land clearing on this endemic   species","Alison Shapcott and Robert W. Lamont and Gabriel Conroy and Heather E. James and Yoko Shimizu-Kimura","conservationgenetics",2017,2,"Threatening mechanism",0,"No response"
"sample","Low genetic differentiation between populations of an endemic prairie   katydid despite habitat loss and fragmentation","Gideon Ney and Johannes Schul","conservationgenetics",2017,1,"Describing the state of nature",0,"No response"
"sample","The invasion of the freshwater diatom Didymosphenia geminata in   Patagonia: prospects, strategies, and implications for biosecurity of   invasive microorganisms in continental waters","Brian L. Reid and Klaudia L. Hernandez and Maximo Frangopulos and Gabriel Bauer and Mauricio Lorca and Cathy Kilroy and Sarah Spaulding","conservationletters",2012,2,"Threatening mechanism",3,"Implementing response"
"sample","Lowering environmental costs of oil-palm expansion in Colombia","John Garcia-Ulloa and Sean Sloan and Pablo Pacheco and Jaboury Ghazoul and Lian Pin Koh","conservationletters",2012,3,"Source of mechanism",2,"Designing a response"
"sample","iREDD hedges against avoided deforestation's unholy trinity of leakage,   permanence and additionality","Penny van Oosterzee and James Blignaut and Corey J. A. Bradshaw","conservationletters",2012,4,"Underlying driver of threat",2,"Designing a response"
"sample","Acting fast helps avoid extinction","Tara G. Martin and Simon Nally and Andrew A. Burbidge and Sophie Arnall and Stephen T. Garnett and Matt W. Hayward and Linda F. Lumsden and Peter Menkhorst and Eve McDonald-Madden and Hugh P. Possingham","conservationletters",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Prioritizing threat management for biodiversity conservation","Josie Carwardine and Trudy O'Connor and Sarah Legge and Brendan Mackey and Hugh P. Possingham and Tara G. Martin","conservationletters",2012,2,"Threatening mechanism",2,"Designing a response"
"sample","Do pathogen spillover, pesticide use, or habitat loss explain recent   North American bumblebee declines?","Nora D. Szabo and Sheila R. Colla and David L. Wagner and Lawrence F. Gall and Jeremy T. Kerr","conservationletters",2012,2,"Threatening mechanism",0,"No response"
"sample","Connecting natural landscapes using a landscape permeability model to   prioritize conservation activities in the United States","David M. Theobald and Sarah E. Reed and Kenyon Fields and Michael Soule","conservationletters",2012,2,"Threatening mechanism",1,"Proposing a response"
"sample","Examining protected area effectiveness in Sumatra: importance of   regulations governing unprotected lands","D. L. A. Gaveau and L. M. Curran and G. D. Paoli and K. M. Carlson and P. Wells and A. Besse-Rimba and D. Ratnasari and N. Leader-Williams","conservationletters",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Lack of conservation effort rapidly increases African great ape   extinction risk","Sandra Tranquilli and Michael Abedi-Lartey and Fidele Amsini and Luis Arranz and Augustus Asamoah and Ogunjemite Babafemi and Nsengiyunva Barakabuye and Genevieve Campbell and Rebecca Chancellor and Tim R. B. Davenport and Andrew Dunn and Jef Dupain and Christina Ellis and Gilles Etoga and Takeshi Furuichi and Sylvain Gatti and Andrea Ghiurghi and Elisabeth Greengrass and Chie Hashimoto and John Hart and Ilka Herbinger and Thurston C. Hicks and Lars H. Holbech and Bas Huijbregts and Inaoyom Imong and Noelle Kumpel and Fiona Maisels and Phil Marshall and Stuart Nixon and Emmanuelle Normand and Leonidas Nziguyimpa and Zacharie Nzooh-Dogmo and David Tiku Okon and Andrew Plumptre and Aaron Rundus and Jacqueline Sunderland-Groves and Angelique Todd and Ymke Warren and Roger Mundry and Christophe Boesch and Hjalmar Kuehl","conservationletters",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Extinction risk and bottlenecks in the conservation of charismatic   marine species","Loren McClenachan and Andrew B. Cooper and Kent E. Carpenter and Nicholas K. Dulvy","conservationletters",2012,1,"Describing the state of nature",0,"No response"
"sample","The Illegal Wildlife Trade Is a Likely Source of Alien Species","Pablo Garcia-Diaz and Joshua V. Ross and Andrew P. Woolnough and Phillip Cassey","conservationletters",2017,3,"Source of mechanism",0,"No response"
"sample","Regional Bans on Wild-Bird Trade Modify Invasion Risks at a Global Scale","Laura Cardador and Matteo Lattuada and Diederik Strubbe and Jose L. Tella and Luis Reino and Rui Figueira and Martina Carrete","conservationletters",2017,3,"Source of mechanism",4,"Testing response"
"sample","Improving Law-Enforcement Effectiveness and Efficiency in Protected   Areas Using Ranger-collected Monitoring Data","Rob Critchlow and Andrew J. Plumptre and Bazil Alidria and Mustapha Nsubuga and Margaret Driciru and Aggrey Rwetsiba and F. Wanyama and Colin M. Beale","conservationletters",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Global Coverage of Agricultural Sustainability Standards, and Their Role   in Conserving Biodiversity","Catherine Tayleur and Andrew Balmford and Graeme M. Buchanan and Stuart H. M. Butchart and Heather Ducharme and Rhys E. Green and Jeffrey C. Milder and Fiona J. Sanderson and David H. L. Thomas and Juliet Vickery and Ben Phalan","conservationletters",2017,3,"Source of mechanism",1,"Proposing a response"
"sample","The Conservation Costs of Game Ranching","Ross T. Pitman and Julien Fattebert and Samual T. Williams and Kathryn S. Williams and Russell A. Hill and Luke T. B. Hunter and Rob Slotow and Guy A. Balme","conservationletters",2017,3,"Source of mechanism",0,"No response"
"sample","Addressing Uncertainty in Marine Resource Management; Combining   Community Engagement and Tracking Technology to Characterize Human   Behavior","Kristian Metcalfe and Tim Collins and Kirsten E. Abernethy and Richard Boumba and Jean-Claude Dengui and Ricky Miyalou and Richard J. Parnell and Kate E. Plummer and Debbie J. F. Russell and Gilbert Koumba Safou and Dominic Tilley and Rachel A. Turner and Hilde VanLeeuwe and Matthew J. Witt and Brendan J. Godley","conservationletters",2017,2,"Threatening mechanism",0,"No response"
"sample","Market-Based Incentives and Private Ownership of Wildlife to Remedy   Shortfalls in Government Funding for Conservation","George R. Wilson and Matt W. Hayward and Charlie Wilson","conservationletters",2017,3,"Source of mechanism",1,"Proposing a response"
"sample","The Financial Return from Measuring Impact","Andrea Santangeli and William J. Sutherland","conservationletters",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Probing the Link between Biodiversity-Related Knowledge and   Self-Reported Proconservation Behavior in a Global Survey of Zoo   Visitors","Andrew Moss and Eric Jensen and Markus Gusset","conservationletters",2017,4,"Underlying driver of threat",4,"Testing response"
"sample","Missing the Forest for the Trees: Balancing Shale Exploration and   Conservation Goals through Policy","Allen H. Klaiber and Sathya Gopalakrishnan and Syed Hasan","conservationletters",2017,2,"Threatening mechanism",1,"Proposing a response"
"sample","Effect of nitrogen deposition on China's terrestrial carbon uptake in   the context of multifactor environmental changes","Chaoqun Lu and Hanqin Tian and Mingliang Liu and Wei Ren and Xiaofeng Xu and Guangsheng Chen and Chi Zhang","ecologicalapplications",2012,2,"Threatening mechanism",0,"No response"
"sample","Trends and causes of severity, size, and number of fires in northwestern   California, USA","J. D. Miller and C. N. Skinner and H. D. Safford and E. E. Knapp and C. M. Ramirez","ecologicalapplications",2012,2,"Threatening mechanism",0,"No response"
"sample","A Bayesian hierarchical model of Antarctic fur seal foraging and pup   growth related to sea ice and prey abundance","Lisa M. Hiruki-Raring and Jay M. Ver Hoef and Peter L. Boveng and John L. Bengtson","ecologicalapplications",2012,1,"Describing the state of nature",0,"No response"
"sample","Genetic structure among coastal tailed frog populations at Mount St.   Helens is moderated by post-disturbance management","Stephen F. Spear and Charles M. Crisafulli and Andrew Storfer","ecologicalapplications",2012,2,"Threatening mechanism",0,"No response"
"sample","Can initial intraspecific spatial aggregation increase multi-year   coexistence by creating temporal priority?","Lauren M. Porensky and Kurt J. Vaughn and Truman P. Young","ecologicalapplications",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Concentrating anthropogenic disturbance to balance ecological and   economic values: applications to forest management","Rebecca Tittler and Christian Messier and Andrew Fall","ecologicalapplications",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Comparing modern and presettlement forest dynamics of a subboreal   wilderness: Does spruce budworm enhance fire risk?","Brian R. Sturtevant and Brian R. Miranda and Douglas J. Shinneman and Eric J. Gustafson and Peter T. Wolter","ecologicalapplications",2012,2,"Threatening mechanism",0,"No response"
"sample","Evaluating greenhouse gas emissions inventories for agricultural burning   using satellite observations of active fires","Hsiao-Wen Lin and Yufang Jin and Louis Giglio and Jonathan A. Foley and James T. Randerson","ecologicalapplications",2012,2,"Threatening mechanism",0,"No response"
"sample","Birds and bats reduce insect biomass and leaf damage in tropical forest   restoration sites","Emily B. Morrison and Catherine A. Lindell","ecologicalapplications",2012,1,"Describing the state of nature",1,"Proposing a response"
"sample","Anthropogenic noise is associated with reductions in the productivity of   breeding Eastern Bluebirds (Sialia sialis)","Caitlin R. Kight and Margaret S. Saha and John P. Swaddle","ecologicalapplications",2012,2,"Threatening mechanism",0,"No response"
"sample","Improved management of small pelagic fisheries through seasonal climate   prediction","Desiree Tommasi and Charles A. Stock and Kathleen Pegion and Gabriel A. Vecchi and Richard D. Methot and Michael A. Alexander and David M. Checkley Jr.","ecologicalapplications",2017,2,"Threatening mechanism",2,"Designing a response"
"sample","Functional diversity response to hardwood forest management varies   across taxa and spatial scales","Bryan D. Murray and Jeffrey D. Holland and Keith S. Summerville and John B. Dunning Jr. and Michael R. Saunders and Michael A. Jenkins","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","Species' traits help predict small mammal responses to habitat   homogenization by an invasive grass","Joseph P. Ceradini and Anna D. Chalfoun","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","Unexpected population response to increasing temperature in the context   of a strong species interaction","Jeffrey D. White and Orlando Sarnelle and Stephen K. Hamilton","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","Interactive effects of predator and prey harvest on ecological   resilience of rocky reefs","Robert P. Dunn and Marissa L. Baskett and Kevin A. Hovel","ecologicalapplications",2017,2,"Threatening mechanism",1,"Proposing a response"
"sample","Annual climate variation modifies nitrogen induced carbon accumulation   of Pinus sylvestris forests","Hyungwoo Lim and Ram Oren and Sune Linder and Fredrik From and Annika Nordin and Nils Fahlvik and Tomas Lundmark and Torgny Nasholm","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","Understanding the demographic drivers of realized population growth   rates","David N. Koons and Todd W. Arnold and Michael Schaub","ecologicalapplications",2017,1,"Describing the state of nature",1,"Proposing a response"
"sample","Strong indirect herbicide effects on mycorrhizal associations through   plant community shifts and secondary invasions","Ylva Lekberg and Viktoria Wagner and Alexii Rummel and Morgan McLeod and Philip W. Ramsey","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","What mediates tree mortality during drought in the southern Sierra   Nevada?","Tarin Paz-Kagan and Philip G. Brodrick and Nicholas R. Vaughn and Adrian J. Das and Nathan L. Stephenson and Koren R. Nydick and Gregory P. Asner","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","Long-term trends in trait structure of riverine communities facing   predation risk increase and trophic resource decline","Adrien Latli and Jean-Pierre Descy and Cedric P. Mondy and Mathieu Floury and Laurent Viroux and William Otjacques and Jonathan Marescaux and Eric Depiereux and Michael Ovidio and Philippe Usseglio-Polatera and Patrick Kestemont","ecologicalapplications",2017,2,"Threatening mechanism",0,"No response"
"sample","Linking commercial success of tour operators and agencies to   conservation and community benefits in Costa Rica","Lisa Seales and Taylor Stein","environmentalconservation",2012,3,"Source of mechanism",0,"No response"
"sample","Fishing for a solution: can collaborative resource management reduce   poverty and support conservation?","Jennifer Solomon and Susan K. Jacobson and Ivy Liu","environmentalconservation",2012,4,"Underlying driver of threat",4,"Testing response"
"sample","Human-modified landscapes: patterns of fine-scale woody vegetation   structure in communal savannah rangelands","J. T. Fisher and E. T. F. Witkowski and B. F. N. Erasmus and J. Van Aardt and G. P. Asner and K. J. Wessels and R. Mathieu","environmentalconservation",2012,2,"Threatening mechanism",0,"No response"
"sample","Historical, cultural and social perspectives on luxury seafood   consumption in China","Michael Fabinyi","environmentalconservation",2012,4,"Underlying driver of threat",0,"No response"
"sample","The spatial distribution of illegal logging in the Anavilhanas   archipelago (Central Amazonia) and logging impacts on species","Andressa Barbara Scabin and Flavia Regina Capellotto Costa and Jochen Schoengart","environmentalconservation",2012,2,"Threatening mechanism",0,"No response"
"sample","Economic benefits of forest conservation: assessing the potential rents   from Brazil nut concessions in Madre de Dios, Peru, to channel REDD+   investments","Felipe Nunes and Britaldo Soares-Filho and Renzo Giudice and Hermann Rodrigues and Maria Bowman and Rafaella Silvestrini and Elsa Mendoza","environmentalconservation",2012,4,"Underlying driver of threat",2,"Designing a response"
"sample","Opinions of the public, conservationists and magistrates on sentencing   wildlife trade crimes in the UK","Freya A. V. St John and Gareth Edwards-Jones and Julia P. G. Jones","environmentalconservation",2012,3,"Source of mechanism",1,"Proposing a response"
"sample","Spatial management of deep-sea seamount fisheries: balancing sustainable   exploitation and habitat conservation","Malcolm R. Clark and Matthew R. Dunn","environmentalconservation",2012,3,"Source of mechanism",2,"Designing a response"
"sample","Spatially explicit mortality of California spiny lobster (Panulirus   interruptus) across a marine reserve network","Matthew C. Kay and Jono R. Wilson","environmentalconservation",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Heterogeneity in fishers' and managers' preferences towards management   restrictions and benefits in Kenya","Timothy R. McClanahan and Caroline A. Abunge and Joshua E. Cinner","environmentalconservation",2012,4,"Underlying driver of threat",0,"No response"
"sample","Trade-offs between timber production, carbon stocking and habitat   quality when managing woodlots for multiple ecosystem services","Sophie Carpentier and Elise Filotas and I. Tanya Handa and Christian Messier","environmentalconservation",2017,3,"Source of mechanism",2,"Designing a response"
"sample","Modelling tree growth to determine the sustainability of current   off-take from miombo woodland: a case study from rural villages in   Malawi","Emma L. Green and Felix Eigenbrod and Kate Schreckenberg and Simon Willcock","environmentalconservation",2017,2,"Threatening mechanism",0,"No response"
"sample","The potential of protected areas to halt deforestation in Ecuador","Yntze Van der Hoek","environmentalconservation",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Influence of war on hunting patterns and pressure in Sierra Leone","Abu Conteh and Michael C. Gavin","environmentalconservation",2017,4,"Underlying driver of threat",0,"No response"
"sample","Public preferences for species conservation: choosing between lethal   control, habitat protection and no action","Michelle L. Lute and Shahzeen Z. Attari","environmentalconservation",2017,4,"Underlying driver of threat",1,"Proposing a response"
"sample","Coffee monoculture trends in tropical agroforested landscapes of Western   Ghats (India)","Cedric Gaucherel and Julie Alet and Claude Garcia","environmentalconservation",2017,2,"Threatening mechanism",2,"Designing a response"
"sample","Evaluating a tax-based subsidy approach for forest carbon sequestration","Seong-Hoon Cho and Juhee Lee and Roland K. Roberts and Burton C. English and Edward T. Yu and Taeyoung Kim and Paul R. Armsworth","environmentalconservation",2017,1,"Describing the state of nature",3,"Implementing response"
"sample","Opportunities and constraints for implementing integrated land-sea   management on islands","Stacy D. Jupiter and Amelia Wenger and Carissa J. Klein and Simon Albert and Sangeeta Mangubhai and Joanna Nelson and Lida Teneva and Vivitskaia J. Tulloch and Alan T. White and James E. M. Watson","environmentalconservation",2017,4,"Underlying driver of threat",4,"Testing response"
"sample","Wildlife species preferences differ among children in continental and   island locations","Hannah G. Shapiro and M. Nils Peterson and Kathryn T. Stevenson and Kristin N. Frew and R. Brian Langerhans","environmentalconservation",2017,4,"Underlying driver of threat",0,"No response"
"sample","High sedimentary oxygen consumption indicates that sewage input from   small islands drives benthic community shifts on overfished reefs","Amanda K. Ford and Nanne Van Hoytema and Bradley R. Moore and Lina Pandihau and Christian Wild and Sebastian C. A. Ferse","environmentalconservation",2017,2,"Threatening mechanism",0,"No response"
"sample","Relative importance of habitat and fishing in influencing reef fish   communities across seventeen Pacific Island Countries and Territories","S. Pinca and M. Kronen and F. Magron and B. McArdle and L. Vigliola and M. Kulbicki and S. Andrefouet","fishandfisheries",2012,4,"Underlying driver of threat",0,"No response"
"sample","Conservation of endemic landlocked salmonids in regulated rivers: a   case-study from Lake Vanern, Sweden","John J. Piccolo and Johnny R. Norrgard and Larry A. Greenberg and Monika Schmitz and Eva Bergman","fishandfisheries",2012,1,"Describing the state of nature",0,"No response"
"sample","Beyond Individual Transferrable Quotas: methodologies for integrating   ecosystem impacts of fishing into fisheries catch rights","Mark T. Gibbs and Olivier Thebaud","fishandfisheries",2012,3,"Source of mechanism",2,"Designing a response"
"sample","BMEY as a fisheries management target","Quentin R. Grafton and Tom Kompas and Tuong N. Che and Long Chu and Ray Hilborn","fishandfisheries",2012,3,"Source of mechanism",2,"Designing a response"
"sample","Seafood mislabelling: comparisons of two western European case studies   assist in defining influencing factors, mechanisms and motives","Dana Miller and Adam Jessel and Stefano Mariani","fishandfisheries",2012,4,"Underlying driver of threat",0,"No response"
"sample","Conservation status of eulachon in the California Current","Richard G. Gustafson and Michael J. Ford and Peter B. Adams and Jonathan S. Drake and Robert L. Emmett and Kurt L. Fresh and Mindy Rowse and Elizabeth A. K. Spangler and Robert E. Spangler and David J. Teel and Matthew T. Wilson","fishandfisheries",2012,1,"Describing the state of nature",0,"No response"
"sample","Assessing opportunity and relocation costs of marine protected areas   using a behavioural model of longline fleet dynamics","Natalie A. Dowling and Chris Wilcox and Marc Mangel and Sean Pascoe","fishandfisheries",2012,2,"Threatening mechanism",2,"Designing a response"
"sample","Nutrition and income from molluscs today imply vulnerability to ocean   acidification tomorrow","Sarah R. Cooley and Noelle Lucey and Hauke Kite-Powell and Scott C. Doney","fishandfisheries",2012,2,"Threatening mechanism",0,"No response"
"sample","Environmental improvement of seafood through certification and   ecolabelling: theory and analysis","Michael F. Tlusty","fishandfisheries",2012,4,"Underlying driver of threat",0,"No response"
"sample","The fishery for Antarctic krill - recent developments","Stephen Nicol and Jacqueline Foster and So Kawaguchi","fishandfisheries",2012,2,"Threatening mechanism",0,"No response"
"sample","Global reduction fisheries and their products in the context of   sustainable limits","Tim Cashion and Peter Tyedmers and Robert W. R. Parker","fishandfisheries",2017,4,"Underlying driver of threat",0,"No response"
"sample","Ecoviability for ecosystem-based fisheries management","Luc Doyen and Christophe Bene and Michel Bertignac and Fabian Blanchard and Abdoul Ahad Cisse and Catherine Dichmont and Sophie Gourguet and Olivier Guyader and Pierre-Yves Hardy and Sarah Jennings and Lorne Richard Little and Claire Macher and David Jonathan Mills and Ahmed Noussair and Sean Pascoe and Jean-Christophe Pereau and Nicolas Sanz and Anne-Maree Schwarz and Tony Smith and Olivier Thebaud","fishandfisheries",2017,3,"Source of mechanism",2,"Designing a response"
"sample","Neotropical freshwater fishes imperilled by unsustainable policies","Fernando M. Pelicice and Valter M. Azevedo-Santos and Jean R. S. Vitule and Mario L. Orsi and Dilermando P. Lima Jr. and Andre L. B. Magalhaes and Paulo S. Pompeu and Miguel Petrere Jr. and Angelo A. Agostinho","fishandfisheries",2017,3,"Source of mechanism",0,"No response"
"sample","How fisher-influenced marine closed areas contribute to ecosystem-based   management: A review and performance indicator scorecard","Kate Kincaid and George Rose and Rodolphe Devillers","fishandfisheries",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Indirect effects of bottom fishing on the productivity of marine fish","Jeremy Collie and Jan Geert Hiddink and Tobias van Kooten and Adriaan D. Rijnsdorp and Michel J. Kaiser and Simon Jennings and Ray Hilborn","fishandfisheries",2017,2,"Threatening mechanism",0,"No response"
"sample","A typology of fisheries management tools: using experience to catalyse   greater success","Elizabeth R. Selig and Kristin M. Kleisner and Oren Ahoobim and Freddy Arocha and Annabelle Cruz-Trinidad and Rod Fujita and Mafaniso Hara and Laure Katz and Patrick McConney and Blake D. Ratner and Lina M. Saavedra-Diaz and Anne-Maree Schwarz and Djiga Thiao and Elin Torell and Sebastian Troeng and Sebastian Villasante","fishandfisheries",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Efficiency of fisheries is increasing at the ecosystem level","Nis S. Jacobsen and Matthew G. Burgess and Ken H. Andersen","fishandfisheries",2017,2,"Threatening mechanism",0,"No response"
"sample","Bait worms: a valuable and important fishery with implications for   fisheries and conservation management","Gordon J. Watson and Joanna M. Murray and Martin Schaefer and Adam Bonner","fishandfisheries",2017,2,"Threatening mechanism",0,"No response"
"sample","Ecosystem effects of invertebrate fisheries","Tyler D. Eddy and Heike K. Lotze and Elizabeth A. Fulton and Marta Coll and Cameron H. Ainsworth and Julio Neves de Araujo and Catherine M. Bulman and Alida Bundy and Villy Christensen and John C. Field and Neil A. Gribble and Mejs Hasan and Steve Mackinson and Howard Townsend","fishandfisheries",2017,2,"Threatening mechanism",0,"No response"
"sample","Could the obligation to land undersized individuals increase the black   market for juveniles: evidence from the Mediterranean?","Jose M. Bellido and Mariano Garcia-Rodriguez and Teresa Garcia-Jimenez and Maria Gonzalez-Aguilar and Ana Carbonell-Quetglas","fishandfisheries",2017,4,"Underlying driver of threat",0,"No response"
"sample","Fire severity, feedback effects and resilience to alternative community   states in forest assemblages","K. J. E. Knox and P. J. Clarke","forestecologyandmanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Thinning of young Douglas-fir forests decreases density of northern   flying squirrels in the Oregon Cascades","Tom Manning and Joan C. Hagar and Brenda C. McComb","forestecologyandmanagement",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Effects of reforestation with Quercus species on selected arthropod   assemblages (Isopoda Oniscidea, Chilopoda, Coleoptera Carabidae) in a   Mediterranean area","Francesco Baini and Monica Pitzalis and Stefano Taiti and Augusto Vigna Taglianti and Marzio Zapparoli and Marco A. Bologna","forestecologyandmanagement",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Reconstructed forest age structure in Europe 1950-2010","T. Vilen and K. Gunia and P. J. Verkerk and R. Seidl and M. -J. Schelhaas and M. Lindner and V. Bellassen","forestecologyandmanagement",2012,1,"Describing the state of nature",0,"No response"
"sample","Wild Turkey habitat use in frequently-burned pine savanna","James A. Martin and William E. Palmer and S. Michael Juhan Jr. and John P. Carroll","forestecologyandmanagement",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Effects of thinning on seed rain, regeneration and understory vegetation   in a Pinus canariensis plantation (Tenerife, Canary Islands)","Ruediger Otto and Eduardo Garcia-del-Rey and Javier Mendez and Jose Maria Fernandez-Palacios","forestecologyandmanagement",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Assessing climate-growth relationships under contrasting stands of   co-occurring Iberian pines along an altitudinal gradient","D. Candel-Perez and J. C. Linares and B. Vinegla and M. E. Lucas-Borja","forestecologyandmanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Forest restoration on steep slopes after coal surface mining in   Appalachian USA: Soil grading and seeding effects","C. W. Fields-Johnson and C. E. Zipper and J. A. Burger and D. M. Evans","forestecologyandmanagement",2012,2,"Threatening mechanism",4,"Testing response"
"sample","An empirical assessment of forest floor carbon stock components across   the United States","Christopher W. Woodall and Charles H. Perry and James A. Westfall","forestecologyandmanagement",2012,1,"Describing the state of nature",0,"No response"
"sample","The effect of harvesting approaches on fruit yield, embelin   concentration and regrowth dynamics of the forest shrub, Embelia   tsjeriam-cottam, in central India","Ashok K. Pandey and Charlie M. Shackleton","forestecologyandmanagement",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Tree removal as a management strategy for the lady's slipper orchid, a   flagship species for herb-rich forest conservation","Sonja Hurskainen and Anne Jakalaniemi and Satu Ramula and Juha Tuomi","forestecologyandmanagement",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Influence of forest tree species composition on bryophytic diversity in   mixed and pure pine (Pinus sylvestris L.) and oak (Quercus petraea   (Matt.) Liebl.) stands","Marion Gosselin and Deki Fourcin and Yann Dumas and Frederic Gosselin and Nathalie Korboulewsky and Maude Toigo and Patrick Vallet","forestecologyandmanagement",2017,1,"Describing the state of nature",1,"Proposing a response"
